Input,Pred,Pred_Latin,Gold
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป๋น ภาษาเหนือ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: The group of students enjoys going for evening walks with their teacher because the weather is cool. They get some exercise, and the surrounding trees along the path make the air feel very refreshing.
คำแปล:",ข้อความแปลเป็นภาษาเหนือ: กลุ่มนักเรียนชอบไปเดินเล่นช่วงเย็นกับครูเพราะอากาศเย็นสบาย พวกเขาได้ออกกำลังกาย และต้นไม้ริมทางทำให้อากาศรู้สึกสดชื่นมาก,khokhwamaeplepnphasaehnueo: klumnakeriynchobaipedinelnchwngeynkabkhruephraaoakaseynsbay phwkekhaaidookkamlangkay aelatnaimrimthangthamaihoakasrusueksdchuenmak,กลุ่มนักเฮียนชอบไปเตียวเล่นกับอาจารย์ในช่วงเมื่อแลง เพราะอากาศมันเย็นสบายได้ออกกำลังกายและป่าไม้รอบๆตางเตียวก่ยะฮื้ออากาศดีมากๆโตย
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป๋น ภาษาเหนือ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: I rode my motorcycle to buy coffee at the entrance of the alley, only to find that my favorite shop was closed. So, I went to try a new place instead. It wasn't good at all. I wouldn't go buy it there again.
คำแปล:",ขับรถจักรยานยนต์ไปซื้อกาแฟที่ปากซอย แต่พบว่าร้านที่ชอบปิดทำการ เลยไปลองร้านใหม่แทน แต่ไม่อร่อยเลย ไม่ไปซื้อตรงนั้นอีก,khabrthchakryanyntaipsueokaaefthipaksoy aetphbwaranthichobpidthamkar elyaiplongranaihmaethn aetaimoroyely aimaipsueotrngnanoik,ขับรถเครื่องไปซื้อกาแฟที่หน้าปากซอย แต่ก็พบว่าฮ้านประจำตี้ชอบกิ๋นมันปิดไปแล้ว ก่อเลยขับรถไปซื้อฮ้านใหม่ บ่อลำเลย จะบ่ไปซื้อแหมแล้ว
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป๋น ภาษาเหนือ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: I wanted to get into Suankularb School because I thought it was a great school. So, I studied really hard to pass the entrance exam. In the end, I didn’t make it, and I was very disappointed.
คำแปล:","ขั้นตอนแปลข้อความจากภาษาอังกฤษเป็นภาษาเหนือ

1.  เริ่มแปลข้อความทีละประโยค
2.  ประโยคแรก: ""I wanted to get into Suankularb School because I thought it was a great school."" แปลเป็นภาษาเหนือว่า ""ข้าแต่เจ้าข้าอยากเข้าเรียนที่โรงเรียนสุวรรณคูหาเพราะข้าแต่เจ้าคิดว่ามันเป็นโรงเรียนที่ดี""
3.  ประโยคที่สอง: ""So, I studied really hard to pass the entrance exam."" แปลเป็นภาษาเหนือว่า ""ดังนั้นข้าแต่เจ้าข้าจึงเรียนหนักมากเพื่อที่จะสอบเข้าเรียนได้""
4.  ประโยคที่สาม: ""In the end, I didn’t make it, and I was very disappointed."" แปลเป็นภาษาเหนือว่า ""สุดท้ายข้าแต่เจ้าข้าไม่สอบเข้าได้และข้าแต่เจ้าข้าเสียใจมาก""

คำแปลข้อความทั้งหมด: ""ข้าแต่เจ้าข้าอยากเข้าเรียนที่โรงเรียนสุวรรณคูหาเพราะข้าแต่เจ้าคิดว่ามันเป็นโรงเรียนที่ดี ดังนั้นข้าแต่เจ้าข้าจึงเรียนหนักมากเพื่อที่จะสอบเข้าเรียนได้ สุดท้ายข้าแต่เจ้าข้าไม่สอบเข้าได้และข้าแต่เจ้าข้าเสียใจมาก""","khantonaeplkhokhwamchakphasaoangkruesepnphasaehnueo

1.  erimaeplkhokhwamthilapraoykh
2.  praoykhaerk: ""I wanted to get into Suankularb School because I thought it was a great school."" aeplepnphasaehnueowa ""khaaetechakhaoyakekhaeriynthiorngeriynsuwrrnkhuhaephraakhaaetechakhidwamanepnorngeriynthidi""
3.  praoykhthisong: ""So, I studied really hard to pass the entrance exam."" aeplepnphasaehnueowa ""dangnankhaaetechakhachuengeriynhnakmakephueothichasobekhaeriynaid""
4.  praoykhthisam: ""In the end, I didn't make it, and I was very disappointed."" aeplepnphasaehnueowa ""sudthaykhaaetechakhaaimsobekhaaidaelakhaaetechakhaesiyaichmak""

khamaeplkhokhwamthanghmd: ""khaaetechakhaoyakekhaeriynthiorngeriynsuwrrnkhuhaephraakhaaetechakhidwamanepnorngeriynthidi dangnankhaaetechakhachuengeriynhnakmakephueothichasobekhaeriynaid sudthaykhaaetechakhaaimsobekhaaidaelakhaaetechakhaesiyaichmak""",ฮาอยากจะสอบเข้าโฮงเฮียนสวนกุหลาบเพราะกึดว่าเป็นโฮงเฮียนตี้ดี ฮาเลยตั้งใจเฮียนนักๆ เพื่อตี้จะสอบเข้าตี้นี่หื้อได้ สุดท้ายสอบบ่ติด เสียใจขนาด
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป๋น ภาษาเหนือ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: My friends all love traveling abroad, but I feel it's a waste of money. So, I’d rather go to the beach in Thailand instead. The weather is great, the prices are cheap—it’s so much better! I really don’t understand why people go abroad.
คำแปล:",เพื่อนๆ ของข้าชอบเดินทางไปต่างประเทศ แต่ข้าเห็นว่ามันเป็นการใช้เงินโดยเปล่าประโยชน์ ดังนั้นข้าจึงไปชายหาดในเมืองไทยแทน อากาศดี ราคาไม่แพง มันดีกว่ามากๆ ข้าแทบไม่เข้าใจว่าทำไมคนถึงไปต่างประเทศ,ephueon- khongkhachobedinthangaiptangpraeths aetkhaehnwamanepnkaraichenginodyeplapraoychn dangnankhachuengaipchayhadainemueongaithyaethn oakasdi rakhaaimaephng mandikwamak- khaaethbaimekhaaichwathamaimkhnthuengaiptangpraeths,จะหมู่รอบตัวชอบไปแอ่วเมืองนอก แต่ฮู้สึกเสียดายเงิน เลยไปแอ่วทะเลในไทยแทน อากาศก่อดี ราคาก่ถูก ดีกว่าเยอะ เยียะหยังต้องไปเมืองนอกโตย บ่เข้าใจ
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป๋น ภาษาเหนือ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: They are helping each other clean the house because it’s full of mud after the flooding incident last week. It’s going to take a long time to clean up.
คำแปล:",เขากำลังช่วยกันทำความสะอาดบ้าน เพราะเต็มไปด้วยโคลนหลังจากเกิดเหตุอุทกภัยเมื่อสัปดาห์ที่แล้ว จะใช้เวลานานในการทำความสะอาด,ekhakamlangchwykanthamkhwamsaoadban ephraaetmaipdwyokhlnhlangchakekidehtuouthkphayemueosapdahthiaelw chaaichewlananainkarthamkhwamsaoad,สูเขากำลังช่วยกันทำความสะอาดบ้านเพราะตี้บ้านมีแต่ขี้เปอะเต็มไปหมด หลังจากเกิดเหตุการณ์น้ำท่วมเมื่ออาติ้ดตี้ผ่านมา ต้องทำความสะอาดแหมเมินเลย
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป๋น ภาษาเหนือ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: Dad and mom love working in the garden because the atmosphere is nice and peaceful, plus there’s a beautiful mountain view that feels like stepping into another world.
คำแปล:",พ่อแม่เฮาใจดีหัวใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจดี ใจ,phoaemehaaichdihawaichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aichdi aich,ป้อกับแม่ชอบไปยะกั๋นตี้สวนมากเพราะตี้สวนบรรยากาศดีและสงบ รวมไปถึงวิวเขาตี้ดูสวยงามเหมือนหลุดเข้าไปแหมโลก
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป๋น ภาษาเหนือ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: Nam Prik Noom is a famous dish from the northern region, with key ingredients including chili peppers, shallots, and garlic.
คำแปล:",น้ำพริกหนุ่ม เป็นอาหารที่มีชื่อเสียงจากภาคเหนือ มีส่วนผสมหลัก ได้แก่ พริกขี้หนู หอมแดง และกระเทียม,namphrikhnum epnoaharthimichueoesiyngchakphakhehnueo miswnphsmhlak aidaek phrikkhihnu homaedng aelakraethiym,เมนูน้ำพริกหนุ่มเป็นอาหารขึ้นชื่อของภาคเหนือ โดยมีวัตถุดิบหลักๆ คือ พริกชี้ฟ้า หอมเแดง กระเทียม 
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป๋น ภาษาเหนือ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: Anyone interested in joining us for papaya salad and grilled chicken at Khun Korn’s Kitchen for lunch?
คำแปล:",มีใครสนใจไปกินส้มตำไก่ย่างที่ร้านคุณกรณ์ไหม,miaikhrsnaichaipkinsmtamaikyangthirankhunkrnaihm,หมู่เฮาตอนเที่ยงมีไผสนใจไปกินส้มตำไก่ย่างตี๋ร้านครัวคุณกรก่อ?
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป๋น ภาษาเหนือ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: I woke up very early today to go watch the buffalo race. The weather was so hot that when I got back home, I had to take a rest because I had a headache.
คำแปล:",ขึ้นเช้ามาแต่เช้าตรู่วันนี้ไปดูการแข่งขันควาย วันนนี้อากาศร้อนมาก เมื่อกลับถึงบ้านต้องพักผ่อนเพราะปวดศีรษะ,khuenechamaaetechatruwanniaipdukaraekhngkhankhway wannnioakasronmak emueoklabthuengbantongphakphonephraapwdsirsa,วันนี้ตื่นเช้ามากเพราะจะไปดูแข่งล่นควาย อากาศฮ้อนขนาด ปิ๊กบ้านมาเลยนอนพักเพราะปวดหัว
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป๋น ภาษาเหนือ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: Why do I have to do this work again? I’ve revised it so many times, but it’s never finished. The person who keeps asking for revisions doesn’t even know what they’re doing. I’m so exhausted.
คำแปล:",ข้อความแปลเป็นภาษาเหนือ:  ใถ๋มันทำงี้อีกเหรอ ใถ๋าแก้ไขหลายตั้งหลายตั้งแล้ว แต่ไม่เสร็จเลย คนที่ขอแก้ไขตลอด ไม่รู้หรอกว่าทำไม ใถ๋าเหนื่อยจัง,khokhwamaeplepnphasaehnueo:  aithmanthamngioikehro aithaaekaikhhlaytanghlaytangaelw aetaimesrchely khnthikhoaekaikhtlod aimruhrokwathamaim aithaehnueoychang,เยี๊ยะหยังฮาต้องยะกั๋นนี้แหมแล้ว แก้มาหลายเตื้อละ บ่แล้วสักกำ คนสั่งหื้อแก้ก่บ่ฮู้ว่าตัวเก่ายะหยังอยู่ ฮาอิ๊ดขนาด
