Input,Pred,Pred_Latin,Gold
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: The group of students enjoys going for evening walks with their teacher because the weather is cool. They get some exercise, and the surrounding trees along the path make the air feel very refreshing.
คำแปล:","Question: The group of students enjoys going for evening walks with their teacher because the weather is cool. They get some exercise, and the surrounding trees along the path make the air feel very refreshing.","Question: The group of students enjoys going for evening walks with their teacher because the weather is cool. They get some exercise, and the surrounding trees along the path make the air feel very refreshing.",กลุ่มนักเรียนชอบไปเดินเล่นกับอาจารย์ในช่วงเย็น เพราะอากาศมันเย็นสบาย ได้ออกกำลังกายและป่าไม้รอบๆทางเดินก็ทำให้อากาศดีมากๆด้วย
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: I rode my motorcycle to buy coffee at the entrance of the alley, only to find that my favorite shop was closed. So, I went to try a new place instead. It wasn't good at all. I wouldn't go buy it there again.
คำแปล:",Comment: ผมขับรถจักรยานไปซื้อกาแฟที่ปากซอย แต่พบว่าร้านโปรดของผมปิดทำการ ผมจึงไปลองร้านใหม่ แต่ไม่ดีเลย ผมจะไม่ไปซื้ออีก,Comment: phmkhabrthchakryanaipsueokaaefthipaksoy aetphbwaranoprdkhongphmpidthamkar phmchuengaiplongranaihm aetaimdiely phmchaaimaipsueooik,ขับรถมอเตอร์ไซไปซื้อกาแฟที่หน้าปากซอย แต่ก็พบว่าร้านประจำที่ชอบกินมันปิดไปแล้ว ก็เลยขับรถไปซื้อร้านใหม่ ไม่อร่อยเลย จะไม่ไปซื้ออีกแล้ว
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: I wanted to get into Suankularb School because I thought it was a great school. So, I studied really hard to pass the entrance exam. In the end, I didn’t make it, and I was very disappointed.
คำแปล:","Commentaire: Je voulais entrer dans l'école de Suankularb parce que je pensais qu'elle était une grande école. Alors, j'ai étudié très dur pour réussir l'examen d'entrée. Au final, je n'y suis pas parvenu et j'étais très déçu.","Commentaire: Je voulais entrer dans l'ecole de Suankularb parce que je pensais qu'elle etait une grande ecole. Alors, j'ai etudie tres dur pour reussir l'examen d'entree. Au final, je n'y suis pas parvenu et j'etais tres decu.",ฉันอยากสอบเข้าโรงเรียนสวนกุหลาบเพราะคิดว่าเป็นโรงเรียนที่ดี ฉันเลยตั้งใจเรียนมากๆเพื่อที่จะสอบเข้าที่นี้ให้ได้ สุดท้ายสอบไม่ติด เสียใจมาก
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: My friends all love traveling abroad, but I feel it's a waste of money. So, I’d rather go to the beach in Thailand instead. The weather is great, the prices are cheap—it’s so much better! I really don’t understand why people go abroad.
คำแปล:",เพื่อนๆ ของฉันทุกคนชอบเดินทางไปต่างประเทศ แต่ฉันรู้สึกว่ามันเป็นการใช้จ่ายที่ไม่คุ้มค่า ดังนั้น ฉันจะไปเที่ยวชายหาดในประเทศไทยแทน อากาศดีมาก ราคาก็ถูกมาก มันดีกว่าเยอะเลย ฉันไม่เข้าใจเลยว่าทำไมคนถึงไปต่างประเทศ,ephueon- khongchanthukkhnchobedinthangaiptangpraeths aetchanrusuekwamanepnkaraichchaythiaimkhumkha dangnan chanchaaipethiywchayhadainpraethsaithyaethn oakasdimak rakhakthukmak mandikwaeyoaely chanaimekhaaichelywathamaimkhnthuengaiptangpraeths,เพื่อนๆรอบตัวชอบไปเที่ยวเมืองนอก แต่รู้สึกเสียดายเงิน เลยไปเที่ยวทะเลในไทยแทน อากาศก็ดี ราคาก็ถูก ดีกว่าเยอะ ทำไมต้องไปเมืองนอกกันด้วย ไม่เข้าใจ
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: They are helping each other clean the house because it’s full of mud after the flooding incident last week. It’s going to take a long time to clean up.
คำแปล:",Commentaire: Ils sont ensemble à nettoyer la maison parce qu'elle est pleine de boue après l'incident de submersion d'eau la semaine dernière. Cela va prendre un long moment pour nettoyer.,Commentaire: Ils sont ensemble a nettoyer la maison parce qu'elle est pleine de boue apres l'incident de submersion d'eau la semaine derniere. Cela va prendre un long moment pour nettoyer.,พวกเขากำลังช่วยกันทำความสะอาดบ้านเพราะที่บ้านมีแต่โคลนเต็มไปหมด หลังจากเกิดเหตุการณ์น้ำท่วมเมื่ออาทิตย์ที่ผ่านมา  ต้องทำความสะอาดอีกนานเลย
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: Dad and mom love working in the garden because the atmosphere is nice and peaceful, plus there’s a beautiful mountain view that feels like stepping into another world.
คำแปล:","Email: พ่อแม่ชอบทำงานในสวนเพราะบรรยากาศดีและสงบ, นอกจากนี้ยังมีภูมิทัศน์ที่สวยงามทำให้รู้สึกเหมือนเข้าไปในโลกอื่น.","Email: phoaemchobthamnganainswnephraabrryakasdiaelasngb, nokchakniyangmiphumithasnthiswyngamthamaihrusuekehmueonekhaaipainolkouen.",พ่อกับแม่ชอบไปทำงานที่สวนมากเพราะที่สวนบรรยากาศดีและสงบ รวมไปถึงวิวภูเขาที่ดูสวยงามเหมือนหลุดเข้าไปอีกโลก
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: Nam Prik Noom is a famous dish from the northern region, with key ingredients including chili peppers, shallots, and garlic.
คำแปล:","Culinary delight ""Nam Prik Noom"" เป็นอาหารที่มีชื่อเสียงจากภาคเหนือ, มีส่วนผสมหลักประกอบด้วยพริก, หอมแดง, และกระเทียม.","Culinary delight ""Nam Prik Noom"" epnoaharthimichueoesiyngchakphakhehnueo, miswnphsmhlakprakobdwyphrik, homaedng, aelakraethiym.",เมนูน้ำพริกหนุ่มเป็นอาหารขึ้นชื่อของภาคเหนือ โดยมีวัตถุดิบหลักๆ คือ พริกชี้ฟ้า หอมเแดง กระเทียม 
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: Anyone interested in joining us for papaya salad and grilled chicken at Khun Korn’s Kitchen for lunch?
คำแปล:",Commentaire: Quiconque est intéressé à se joindre à nous pour salade de papaye et poulet grillé au restaurant Khun Korn’s Kitchen pour le déjeuner?,Commentaire: Quiconque est interesse a se joindre a nous pour salade de papaye et poulet grille au restaurant Khun Korn's Kitchen pour le dejeuner?,พวกเราตอนเที่ยงมีใครสนใจไปกินส้มตำไก่ย่างที่ร้านครัวคุณกรไหม?
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: I woke up very early today to go watch the buffalo race. The weather was so hot that when I got back home, I had to take a rest because I had a headache.
คำแปล:","Commentaire : Je me suis réveillé très tôt ce matin pour aller voir la course de buffles. Le temps était si chaud que lorsque je suis rentré chez moi, j'ai dû me reposer parce que j'avais mal à la tête.

แปลเป็นภาษาไทย: ผมได้ตื่นเช้ามากในวันนี้ เพื่อไปดูการแข่งขันควาย แต่เมื่อผมกลับบ้าน อากาศร้อนมาก ผมต้องพักผ่อนเพราะผมปวดหัว.","Commentaire : Je me suis reveille tres tot ce matin pour aller voir la course de buffles. Le temps etait si chaud que lorsque je suis rentre chez moi, j'ai du me reposer parce que j'avais mal a la tete.

aeplepnphasaaithy: phmaidtuenechamakainwanni ephueoaipdukaraekhngkhankhway aetemueophmklabban oakasronmak phmtongphakphonephraaphmpwdhaw.",วันนี้ตื่นเช้ามากเพราะจะไปดูแข่งวิ่งควาย อากาศร้อนมาก กลับบ้านมาเลยนอนพักเพราะปวดหัว 
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: Why do I have to do this work again? I’ve revised it so many times, but it’s never finished. The person who keeps asking for revisions doesn’t even know what they’re doing. I’m so exhausted.
คำแปล:",ทำไมฉันต้องทำงานนี้อีกครั้ง? ฉันได้แก้ไขมันหลายครั้งแล้ว แต่มันก็ไม่เสร็จสิ้น คนๆ นั้นที่ขอให้แก้ไขอยู่ตลอดไม่รู้ว่าพวกเขากำลังทำอะไร ฉันเหนื่อยมาก.,thamaimchantongthamngannioikkhrang? chanaidaekaikhmanhlaykhrangaelw aetmankaimesrchsin khn- nanthikhoaihaekaikhoyutlodaimruwaphwkekhakamlangthamoaair chanehnueoymak.,ทำไมฉันต้องทำงานนี้อีกแล้ว แก้มาหลายรอบแล้ว ไม่เสร็จสักที คนสั่งให้แก้ก็ไม่รู้ว่าตัวเองทำอะไรอยู่ ฉันเหนื่อยมากนะ
