Input,Pred,Pred_Latin,Gold
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: กลุ่มนักเฮียนชอบไปเตียวเล่นกับอาจารย์ในช่วงเมื่อแลง เพราะอากาศมันเย็นสบายได้ออกกำลังกายและป่าไม้รอบๆตางเตียวก่ยะฮื้ออากาศดีมากๆโตย
คำแปล:"," the group of students likes to go on a trip with the teacher during the cool season because the weather is cool and comfortable, allowing them to exercise and the surrounding forest is very beautiful and has good air."," the group of students likes to go on a trip with the teacher during the cool season because the weather is cool and comfortable, allowing them to exercise and the surrounding forest is very beautiful and has good air.","The group of students enjoys going for evening walks with their teacher because the weather is cool. They get some exercise, and the surrounding trees along the path make the air feel very refreshing."
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: ขับรถเครื่องไปซื้อกาแฟที่หน้าปากซอย แต่ก็พบว่าฮ้านประจำตี้ชอบกิ๋นมันปิดไปแล้ว ก่อเลยขับรถไปซื้อฮ้านใหม่ บ่อลำเลย จะบ่ไปซื้อแหมแล้ว
คำแปล:","I drove my car to buy coffee at the front of the alley, but I found out that my favorite shop was already closed. So, I drove to a new shop instead. It's not too far, so I won't buy instant coffee anymore.","I drove my car to buy coffee at the front of the alley, but I found out that my favorite shop was already closed. So, I drove to a new shop instead. It's not too far, so I won't buy instant coffee anymore.","I rode my motorcycle to buy coffee at the entrance of the alley, only to find that my favorite shop was closed. So, I went to try a new place instead. It wasn't good at all. I wouldn't go buy it there again."
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: ฮาอยากจะสอบเข้าโฮงเฮียนสวนกุหลาบเพราะกึดว่าเป็นโฮงเฮียนตี้ดี ฮาเลยตั้งใจเฮียนนักๆ เพื่อตี้จะสอบเข้าตี้นี่หื้อได้ สุดท้ายสอบบ่ติด เสียใจขนาด
คำแปล:"," the text: I want to apply to Srinakharinwirot University because I think it's a good university. I've been studying hard to pass the entrance exam. In the end, I didn't pass and I'm very disappointed."," the text: I want to apply to Srinakharinwirot University because I think it's a good university. I've been studying hard to pass the entrance exam. In the end, I didn't pass and I'm very disappointed.","I wanted to get into Suankularb School because I thought it was a great school. So, I studied really hard to pass the entrance exam. In the end, I didn’t make it, and I was very disappointed."
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: จะหมู่รอบตัวชอบไปแอ่วเมืองนอก แต่ฮู้สึกเสียดายเงิน เลยไปแอ่วทะเลในไทยแทน อากาศก่อดี ราคาก่ถูก ดีกว่าเยอะ เยียะหยังต้องไปเมืองนอกโตย บ่เข้าใจ
คำแปล:","Translation: I want to travel abroad, but I feel sorry for spending too much money, so I choose to travel to the beach in Thailand instead. The weather is good, the price is cheap, and it's much better. I don't understand why people have to go abroad.","Translation: I want to travel abroad, but I feel sorry for spending too much money, so I choose to travel to the beach in Thailand instead. The weather is good, the price is cheap, and it's much better. I don't understand why people have to go abroad.","My friends all love traveling abroad, but I feel it's a waste of money. So, I’d rather go to the beach in Thailand instead. The weather is great, the prices are cheap—it’s so much better! I really don’t understand why people go abroad."
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: สูเขากำลังช่วยกันทำความสะอาดบ้านเพราะตี้บ้านมีแต่ขี้เปอะเต็มไปหมด หลังจากเกิดเหตุการณ์น้ำท่วมเมื่ออาติ้ดตี้ผ่านมา ต้องทำความสะอาดแหมเมินเลย
คำแปล:","They are helping each other clean the house because the house is full of dirt everywhere. After the flood incident that happened last week, they have to clean the entire house.","They are helping each other clean the house because the house is full of dirt everywhere. After the flood incident that happened last week, they have to clean the entire house.",They are helping each other clean the house because it’s full of mud after the flooding incident last week. It’s going to take a long time to clean up.
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: ป้อกับแม่ชอบไปยะกั๋นตี้สวนมากเพราะตี้สวนบรรยากาศดีและสงบ รวมไปถึงวิวเขาตี้ดูสวยงามเหมือนหลุดเข้าไปแหมโลก
คำแปล:"," the father and mother like to go to the garden very much because the garden has a good atmosphere and is quiet. Moreover, the view of the mountain is beautiful, as if entering a fairy world."," the father and mother like to go to the garden very much because the garden has a good atmosphere and is quiet. Moreover, the view of the mountain is beautiful, as if entering a fairy world.","Dad and mom love working in the garden because the atmosphere is nice and peaceful, plus there’s a beautiful mountain view that feels like stepping into another world."
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: เมนูน้ำพริกหนุ่มเป็นอาหารขึ้นชื่อของภาคเหนือ โดยมีวัตถุดิบหลักๆ คือ พริกชี้ฟ้า หอมเแดง กระเทียม
คำแปล:","The text translates to: ""Nam Phrik Num is a famous dish of the Northern region, with main ingredients being chili peppers, garlic, and shallots.""","The text translates to: ""Nam Phrik Num is a famous dish of the Northern region, with main ingredients being chili peppers, garlic, and shallots.""","Nam Prik Noom is a famous dish from the northern region, with key ingredients including chili peppers, shallots, and garlic."
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: หมู่เฮาตอนเที่ยงมีไผสนใจไปกินส้มตำไก่ย่างตี๋ร้านครัวคุณกรก่อ?
คำแปล:"," the group of us at noon, who is interested in going to eat spicy papaya salad and grilled chicken at Khun Krok's kitchen?"," the group of us at noon, who is interested in going to eat spicy papaya salad and grilled chicken at Khun Krok's kitchen?",Anyone interested in joining us for papaya salad and grilled chicken at Khun Korn’s Kitchen for lunch?
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: วันนี้ตื่นเช้ามากเพราะจะไปดูแข่งล่นควาย อากาศฮ้อนขนาด ปิ๊กบ้านมาเลยนอนพักเพราะปวดหัว
คำแปล:", the message: Today I woke up early because I'm going to watch a buffalo racing competition. The weather is very hot. I came back home and took a nap because I had a headache., the message: Today I woke up early because I'm going to watch a buffalo racing competition. The weather is very hot. I came back home and took a nap because I had a headache.,"I woke up very early today to go watch the buffalo race. The weather was so hot that when I got back home, I had to take a rest because I had a headache."
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: เยี๊ยะหยังฮาต้องยะกั๋นนี้แหมแล้ว แก้มาหลายเตื้อละ บ่แล้วสักกำ คนสั่งหื้อแก้ก่บ่ฮู้ว่าตัวเก่ายะหยังอยู่ ฮาอิ๊ดขนาด
คำแปล:","Translation: The car is still not fixed yet, it has been many days already. It's not done yet, no matter how many times we order it to be fixed, they don't know how to fix the old model. It's really frustrating.","Translation: The car is still not fixed yet, it has been many days already. It's not done yet, no matter how many times we order it to be fixed, they don't know how to fix the old model. It's really frustrating.","Why do I have to do this work again? I’ve revised it so many times, but it’s never finished. The person who keeps asking for revisions doesn’t even know what they’re doing. I’m so exhausted."
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: เปิ้ลซื้อไก่ทอดมาฝากเปื้อน แต่หิวเกินเลยเอาของเปื้อนมากิน เปื้อนบะว่าแถมยังเอาไก่ไปอุ่นหือแห่ม เปื้อนเป็นคนดีแต้ๆ
คำแปล:","Translation: I bought fried chicken to give to my friend, but I was too hungry, so I took some of my friend's food. My friend didn't say anything, even when I took the chicken to reheat it. My friend is a very good person.","Translation: I bought fried chicken to give to my friend, but I was too hungry, so I took some of my friend's food. My friend didn't say anything, even when I took the chicken to reheat it. My friend is a very good person.","I bought fried chicken for my friend, but I was too hungry, so I ate it instead. My friend didn’t mind and even reheated it for me. Such a kind friend!"
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: เปิ้ลบะเกยฮู้มาก่อนเลยว่าอ้ายเบียร์จะเป็นคนตี้ปืนผาได้เก่งขนาดนี้ เก่งขนาด ละจะเอาเขาเป็นแบบอย่างของความมีวินัยและสม่ำเสมอในก๋านออกกำลังกาย
คำแปล:","Translation: I didn't expect that Ai Beer would be so good at shooting, so good that I will take him as an example of discipline and consistency in exercising.","Translation: I didn't expect that Ai Beer would be so good at shooting, so good that I will take him as an example of discipline and consistency in exercising.","I never knew before that Beer was so good at rock climbing. It’s impressive, and I’ll use him as an example of discipline and consistency in exercise."
